"Entry","Entry name","Status","Gene names","product","Length","Keywords","Protein families","Cross-reference (KEGG)",,,,,,,,,,
"I6XHI0","I6XHI0_MYCTU","unreviewed","Rv3541c","Conserved protein",129,"Complete proteome;Reference proteome",,"mtu:Rv3541c;mtv:RVBD_3541c;",,,,,,,,,,
"P96872","P96872_MYCTU","unreviewed","Rv3267","Conserved protein (CPSA-related protein)",498,"Complete proteome;Reference proteome;Signal",,"mtu:Rv3267;mtv:RVBD_3267;",,,,,,,,,,
"I6X7F9","I6X7F9_MYCTU","unreviewed","Rv3488","Uncharacterized protein",107,"3D-structure;Complete proteome;Reference proteome",,"mtu:Rv3488;mtv:RVBD_3488;",,,,,,,,,,
"I6Y0Y0","I6Y0Y0_MYCTU","unreviewed","Rv2514c","Uncharacterized protein",153,"Complete proteome;Reference proteome",,"mtu:Rv2514c;mtv:RVBD_2514c;",,,,,,,,,,
"O07749","O07749_MYCTU","unreviewed","Rv1882c","Probable short-chain type dehydrogenase/reductase",277,"Complete proteome;Reference proteome","Short-chain dehydrogenases/reductases (SDR) family","mtu:Rv1882c;mtv:RVBD_1882c;",,,,,,,,,,
"I6YE30","I6YE30_MYCTU","unreviewed","Rv2657c","Probable PhiRv2 prophage protein",86,"Complete proteome;Reference proteome",,"mtu:Rv2657c;mtv:RVBD_2657c;",,,,,,,,,,
"O53594","O53594_MYCTU","unreviewed","Rv3916c","Uncharacterized protein",244,"Complete proteome;Reference proteome",,"mtu:Rv3916c;mtv:RVBD_3916c;",,,,,,,,,,
"Q79FX1","Q79FX1_MYCTU","unreviewed","Rv0724A","Uncharacterized protein (Fragment)",111,"Complete proteome;Reference proteome",,,,,,,,,,,,
"I6Y1G8","I6Y1G8_MYCTU","unreviewed","Rv2675c","Uncharacterized protein",250,"Complete proteome;Reference proteome",,"mtu:Rv2675c;mtv:RVBD_2675c;",,,,,,,,,,
"O06336","O06336_MYCTU","unreviewed","Rv3471c","Uncharacterized protein",177,"Complete proteome;Reference proteome",,"mtu:Rv3471c;mtv:RVBD_3471c;",,,,,,,,,,
"P95137","P95137_MYCTU","unreviewed","Rv2955c","Conserved protein",321,"Complete proteome;Reference proteome",,"mtu:Rv2955c;mtv:RVBD_2955c;",,,,,,,,,,
"O53222","O53222_MYCTU","unreviewed","Rv2517c","Uncharacterized protein",83,"Complete proteome;Reference proteome",,"mtu:Rv2517c;mtv:RVBD_2517c;",,,,,,,,,,
"O50459","O50459_MYCTU","unreviewed","lpqZ Rv1244","Probable lipoprotein LpqZ",286,"Complete proteome;Lipoprotein;Reference proteome;Signal",,"mtu:Rv1244;mtv:RVBD_1244;",,,,,,,,,,
"O05781","O05781_MYCTU","unreviewed","Rv3104c","Possible conserved transmembrane protein",308,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv3104c;mtv:RVBD_3104c;",,,,,,,,,,
"Q6MWX1","Q6MWX1_MYCTU","unreviewed","PPE60 Rv3478","PE family protein PPE60",393,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv3478;mtv:RVBD_3478;",,,,,,,,,,
"P71980","P71980_MYCTU","unreviewed","Rv1722","Possible carboxylase",494,"ATP-binding;Complete proteome;Nucleotide-binding;Reference proteome",,"mtu:Rv1722;mtv:RVBD_1722;",,,,,,,,,,
"P96900","P96900_MYCTU","unreviewed","Rv3295","Probable transcriptional regulatory protein (Probably TetR-family)",221,"Complete proteome;DNA-binding;Reference proteome;Transcription;Transcription regulation",,"mtu:Rv3295;mtv:RVBD_3295;",,,,,,,,,,
"O53720","O53720_MYCTU","unreviewed","Rv0386","Probable transcriptional regulatory protein (Probably LuxR/UhpA-family)",1085,"Coiled coil;Complete proteome;DNA-binding;Reference proteome;Transcription;Transcription regulation",,"mtu:Rv0386;mtv:RVBD_0386;",,,,,,,,,,
"I6YCF5","I6YCF5_MYCTU","unreviewed","fadE33 Rv3564","Probable acyl-CoA dehydrogenase FadE33",318,"Complete proteome;Reference proteome",,"mtu:Rv3564;mtv:RVBD_3564;",,,,,,,,,,
"P71894","P71894_MYCTU","unreviewed","uspC Rv2318","Probable periplasmic sugar-binding lipoprotein UspC",440,"3D-structure;Complete proteome;Lipoprotein;Reference proteome",,"mtu:Rv2318;mtv:RVBD_2318;",,,,,,,,,,
"O50383","O50383_MYCTU","unreviewed","Rv3354","Uncharacterized protein",129,"Complete proteome;Reference proteome",,"mtu:Rv3354;mtv:RVBD_3354;",,,,,,,,,,
"O50455","O50455_MYCTU","unreviewed","corA Rv1239c","Magnesium transport protein CorA",366,"Cell membrane;Complete proteome;Ion transport;Magnesium;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport","CorA metal ion transporter (MIT) (TC 1.A.35) family","mtu:Rv1239c;mtv:RVBD_1239c;",,,,,,,,,,
"O07729","O07729_MYCTU","unreviewed","Rv1903","Probable conserved membrane protein",134,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1903;mtv:RVBD_1903;",,,,,,,,,,
"L7N688","L7N688_MYCTU","unreviewed","fadB3 Rv1715","Probable 3-hydroxybutyryl-CoA dehydrogenase FadB3 (Beta-hydroxybutyryl-CoA dehydrogenase) (BHBD)",304,"Complete proteome;Reference proteome",,"mtu:Rv1715;mtv:RVBD_1715;",,,,,,,,,,
"Q79FA9","Q79FA9_MYCTU","unreviewed","PPE43 Rv2768c","PPE family protein PPE43",394,"Complete proteome;Reference proteome","Mycobacterial PPE family","mtu:Rv2768c;mtv:RVBD_2768c;",,,,,,,,,,
"Q50631","Q50631_MYCTU","unreviewed","fadD9 Rv2590","Probable fatty-acid-CoA ligase FadD9 (Fatty-acid-CoA synthetase) (Fatty-acid-CoA synthase)",1168,"Complete proteome;Ligase;Phosphopantetheine;Reference proteome",,"mtu:Rv2590;mtv:RVBD_2590;",,,,,,,,,,
"O07743","O07743_MYCTU","unreviewed","Rv1889c","Uncharacterized protein",118,"Complete proteome;Reference proteome",,"mtv:RVBD_1889c;",,,,,,,,,,
"O53713","O53713_MYCTU","unreviewed","Rv0378","Conserved hypothetical glycine rich protein",73,"Complete proteome;Reference proteome",,"mtu:Rv0378;mtv:RVBD_0378;",,,,,,,,,,
"L7N680","L7N680_MYCTU","unreviewed","PE_PGRS62 Rv3812","PE-PGRS family protein PE_PGRS62",504,"Complete proteome;Reference proteome",,"mtu:Rv3812;mtv:RVBD_3812;",,,,,,,,,,
"O53469","O53469_MYCTU","unreviewed","Rv2023c","Uncharacterized protein",119,"Complete proteome;Reference proteome",,"mtu:Rv2023c;mtv:RVBD_2023c;",,,,,,,,,,
"I6YEE6","I6YEE6_MYCTU","unreviewed","Rv2800","Possible hydrolase",549,"Complete proteome;Hydrolase;Reference proteome",,"mtu:Rv2800;mtv:RVBD_2800;",,,,,,,,,,
"I6XFU1","I6XFU1_MYCTU","unreviewed","Rv2979c","Probable resolvase",194,"Complete proteome;Reference proteome",,"mtu:Rv2979c;mtv:RVBD_2979c;",,,,,,,,,,
"Q6MWV6","Q6MWV6_MYCTU","unreviewed","PE_PGRS59 Rv3595c","PE-PGRS family protein PE_PGRS59",439,"Complete proteome;Reference proteome",,"mtu:Rv3595c;mtv:RVBD_3595c;",,,,,,,,,,
"P95115","P95115_MYCTU","unreviewed","Rv2980","Possible conserved secreted protein",181,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv2980;mtv:RVBD_2980;",,,,,,,,,,
"I6X5K1","I6X5K1_MYCTU","unreviewed","glnA4 Rv2860c","Probable glutamine synthetase GlnA4 (Glutamine synthase) (GS-II)",457,"Complete proteome;Reference proteome","Glutamine synthetase family","mtu:Rv2860c;mtv:RVBD_2860c;",,,,,,,,,,
"O53892","O53892_MYCTU","unreviewed","Rv0979c","Uncharacterized protein",64,"Complete proteome;Reference proteome",,"mtu:Rv0979c;mtv:RVBD_0979c;",,,,,,,,,,
"O05777","O05777_MYCTU","unreviewed","Rv3099c","Conserved protein",283,"Complete proteome;Reference proteome",,"mtu:Rv3099c;mtv:RVBD_3099c;",,,,,,,,,,
"O05294","O05294_MYCTU","unreviewed","Rv1192","Uncharacterized protein",275,"Complete proteome;Reference proteome",,"mtu:Rv1192;mtv:RVBD_1192;",,,,,,,,,,
"O06307","O06307_MYCTU","unreviewed","Rv0356c","Conserved protein",214,"Complete proteome;Reference proteome",,"mtu:Rv0356c;mtv:RVBD_0356c;",,,,,,,,,,
"O07196","O07196_MYCTU","unreviewed","Rv2694c","Conserved protein",122,"Complete proteome;Reference proteome",,"mtu:Rv2694c;mtv:RVBD_2694c;",,,,,,,,,,
"I6YEW1","I6YEW1_MYCTU","unreviewed","Rv2990c","Uncharacterized protein",286,"Complete proteome;Reference proteome",,"mtu:Rv2990c;mtv:RVBD_2990c;",,,,,,,,,,
"O06312","O06312_MYCTU","unreviewed","mgtE Rv0362","Magnesium transporter MgtE",460,"CBS domain;Cell membrane;Complete proteome;Magnesium;Membrane;Metal-binding;Reference proteome;Transmembrane;Transmembrane helix;Transport","SLC41A transporter family","mtu:Rv0362;mtv:RVBD_0362;",,,,,,,,,,
"P71883","P71883_MYCTU","unreviewed","narK1 Rv2329c","Probable nitrite extrusion protein 1 NarK1 (Nitrite facilitator 1)",515,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv2329c;mtv:RVBD_2329c;",,,,,,,,,,
"I6YGE4","I6YGE4_MYCTU","unreviewed","Rv3528c","Uncharacterized protein",237,"Complete proteome;Reference proteome",,"mtu:Rv3528c;mtv:RVBD_3528c;",,,,,,,,,,
"P71977","P71977_MYCTU","unreviewed","Rv1719","Probable transcriptional regulatory protein",259,"Complete proteome;Reference proteome",,"mtu:Rv1719;mtv:RVBD_1719;",,,,,,,,,,
"I6WZS4","I6WZS4_MYCTU","unreviewed","Rv0921","Possible resolvase",193,"3D-structure;Complete proteome;Reference proteome",,"mtu:Rv0921;mtv:RVBD_0921;",,,,,,,,,,
"L7N6A7","L7N6A7_MYCTU","unreviewed","PE14 Rv1214c","PE family protein PE14",110,"Complete proteome;Reference proteome;Signal",,"mtu:Rv1214c;mtv:RVBD_1214c;",,,,,,,,,,
"I6Y890","I6Y890_MYCTU","unreviewed","Rv0605","Possible resolvase",202,"Complete proteome;Reference proteome",,"mtu:Rv0605;mtv:RVBD_0605;",,,,,,,,,,
"P72043","P72043_MYCTU","unreviewed","Rv3777","Probable oxidoreductase",328,"Complete proteome;Reference proteome",,"mtu:Rv3777;mtv:RVBD_3777;",,,,,,,,,,
"P71986","P71986_MYCTU","unreviewed","Rv1728c","Uncharacterized protein",256,"Complete proteome;Reference proteome",,"mtu:Rv1728c;mtv:RVBD_1728c;",,,,,,,,,,
"I6YGU1","I6YGU1_MYCTU","unreviewed","Rv3639c","Uncharacterized protein",188,"Complete proteome;Reference proteome",,"mtu:Rv3639c;mtv:RVBD_3639c;",,,,,,,,,,
"O53380","O53380_MYCTU","unreviewed","dacB1 Rv3330","Probable penicillin-binding protein DacB1 (D-alanyl-D-alanine carboxypeptidase) (DD-peptidase) (DD-carboxypeptidase) (PBP) (DD-transpeptidase) (Serine-type D-ala-D-ala carboxypeptidase) (D-amino acid...",405,"3D-structure;Carboxypeptidase;Complete proteome;Hydrolase;Membrane;Protease;Reference proteome;Signal;Transmembrane;Transmembrane helix","Peptidase S11 family","mtu:Rv3330;mtv:RVBD_3330;",,,,,,,,,,
"O07036","O07036_MYCTU","unreviewed","Rv3897c","Uncharacterized protein",210,"Complete proteome;Reference proteome",,"mtu:Rv3897c;mtv:RVBD_3897c;",,,,,,,,,,
"P95216","P95216_MYCTU","unreviewed","Rv0259c","Uncharacterized protein",247,"Complete proteome;Reference proteome",,"mtu:Rv0259c;mtv:RVBD_0259c;",,,,,,,,,,
"O53619","O53619_MYCTU","unreviewed","Rv0074","Conserved protein",411,"Complete proteome;Reference proteome",,"mtu:Rv0074;mtv:RVBD_0074;",,,,,,,,,,
"O05894","O05894_MYCTU","unreviewed","rubA Rv3251c","Rubredoxin",55,"Complete proteome;Electron transport;Iron;Metal-binding;Reference proteome;Transport","Rubredoxin family","mtu:Rv3251c;mtv:RVBD_3251c;",,,,,,,,,,
"Q79FF3","Q79FF3_MYCTU","unreviewed","PPE39 Rv2353c","PPE family protein PPE39",354,"Complete proteome;Reference proteome",,"mtu:Rv2353c;mtv:RVBD_2353c;",,,,,,,,,,
"L7N6A0","L7N6A0_MYCTU","unreviewed","Rv3770A","Probable remnant of a transposase",60,"Complete proteome;Reference proteome",,"mtv:RVBD_3770A;",,,,,,,,,,
"O69715","O69715_MYCTU","unreviewed","Rv3748","Uncharacterized protein",119,"Complete proteome;Reference proteome",,"mtu:Rv3748;mtv:RVBD_3748;",,,,,,,,,,
"O86314","O86314_MYCTU","unreviewed","Rv1231c","Probable membrane protein",180,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1231c;mtv:RVBD_1231c;",,,,,,,,,,
"P96358","P96358_MYCTU","unreviewed","Rv1043c","Uncharacterized protein",341,"Complete proteome;Reference proteome",,"mtu:Rv1043c;mtv:RVBD_1043c;",,,,,,,,,,
"I6Y0X6","I6Y0X6_MYCTU","unreviewed","Rv2510c","Conserved protein",533,"Complete proteome;Reference proteome",,"mtu:Rv2510c;mtv:RVBD_2510c;",,,,,,,,,,
"I6YC39","I6YC39_MYCTU","unreviewed","Rv3430c","Possible transposase",387,"Complete proteome;Reference proteome",,"mtu:Rv3430c;mtv:RVBD_3430c;",,,,,,,,,,
"P96241","P96241_MYCTU","unreviewed","Rv3837c","Probable phosphoglycerate mutase (Phosphoglyceromutase) (Phosphoglycerate phosphomutase)",232,"Complete proteome;Reference proteome",,"mtu:Rv3837c;mtv:RVBD_3837c;",,,,,,,,,,
"Q6MWW7","Q6MWW7_MYCTU","unreviewed","PE_PGRS56 Rv3512","PE-PGRS family protein PE_PGRS56 (Fragment)",1079,"Complete proteome;Reference proteome",,,,,,,,,,,,
"O53666","O53666_MYCTU","unreviewed","fadE5 Rv0244c","Probable acyl-CoA dehydrogenase FadE5",611,"Complete proteome;FAD;Flavoprotein;Oxidoreductase;Reference proteome","Acyl-CoA dehydrogenase family","mtu:Rv0244c;mtv:RVBD_0244c;",,,,,,,,,,
"I6YG83","I6YG83_MYCTU","unreviewed","Rv3472","Conserved protein",168,"Complete proteome;Reference proteome",,"mtu:Rv3472;mtv:RVBD_3472;",,,,,,,,,,
"I6YA21","I6YA21_MYCTU","unreviewed","Rv2704","Conserved protein",142,"Complete proteome;Reference proteome",,"mtu:Rv2704;mtv:RVBD_2704;",,,,,,,,,,
"I6X4J0","I6X4J0_MYCTU","unreviewed","Rv2522c","Uncharacterized protein",470,"Complete proteome;Reference proteome",,"mtu:Rv2522c;mtv:RVBD_2522c;",,,,,,,,,,
"O05769","O05769_MYCTU","unreviewed","Rv3090","Uncharacterized protein",295,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv3090;mtv:RVBD_3090;",,,,,,,,,,
"I6YA32","I6YA32_MYCTU","unreviewed","Rv2719c","Possible conserved membrane protein",165,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv2719c;mtv:RVBD_2719c;",,,,,,,,,,
"Q79FV6","Q79FV6_MYCTU","unreviewed","PE_PGRS14 Rv0834c","PE-PGRS family protein PE_PGRS14",882,"Complete proteome;Reference proteome",,"mtu:Rv0834c;mtv:RVBD_0834c;",,,,,,,,,,
"O06815","O06815_MYCTU","unreviewed","Rv1444c","Uncharacterized protein",136,"Coiled coil;Complete proteome;Reference proteome",,"mtu:Rv1444c;mtv:RVBD_1444c;",,,,,,,,,,
"O69702","O69702_MYCTU","unreviewed","Rv3735","Uncharacterized protein",162,"Complete proteome;Reference proteome",,"mtu:Rv3735;mtv:RVBD_3735;",,,,,,,,,,
"I6Y469","I6Y469_MYCTU","unreviewed","Rv3647c","Uncharacterized protein",192,"Complete proteome;Reference proteome",,"mtu:Rv3647c;mtv:RVBD_3647c;",,,,,,,,,,
"O53697","O53697_MYCTU","unreviewed","Rv0293c","Conserved protein",400,"Complete proteome;Reference proteome",,"mtu:Rv0293c;mtv:RVBD_0293c;",,,,,,,,,,
"I6X7J6","I6X7J6_MYCTU","unreviewed","Rv3524","Probable conserved membrane protein",343,"Complete proteome;Reference proteome",,"mtu:Rv3524;mtv:RVBD_3524;",,,,,,,,,,
"I6YCP7","I6YCP7_MYCTU","unreviewed","Rv3662c","Uncharacterized protein",256,"Complete proteome;Reference proteome",,"mtu:Rv3662c;mtv:RVBD_3662c;",,,,,,,,,,
"O50466","O50466_MYCTU","unreviewed","Rv1251c","Uncharacterized protein",1139,"Complete proteome;Reference proteome",,"mtu:Rv1251c;mtv:RVBD_1251c;",,,,,,,,,,
"P71704","P71704_MYCTU","unreviewed","Rv0047c","Conserved protein",180,"Complete proteome;Reference proteome",,"mtu:Rv0047c;mtv:RVBD_0047c;",,,,,,,,,,
"Q79FA8","Q79FA8_MYCTU","unreviewed","PE27 Rv2769c","PE family protein PE27",275,"Complete proteome;Reference proteome",,"mtu:Rv2769c;mtv:RVBD_2769c;",,,,,,,,,,
"I6YCP0","I6YCP0_MYCTU","unreviewed","Rv3651","Uncharacterized protein",345,"3D-structure;Complete proteome;Reference proteome",,"mtu:Rv3651;mtv:RVBD_3651;",,,,,,,,,,
"Q79G00","Q79G00_MYCTU","unreviewed","mce1R Rv0165c","Probable transcriptional regulatory protein Mce1R (Probably GntR-family)",223,"Complete proteome;DNA-binding;Reference proteome;Transcription;Transcription regulation",,"mtu:Rv0165c;mtv:RVBD_0165c;",,,,,,,,,,
"P71751","P71751_MYCTU","unreviewed","che1 Rv2393","Ferrochelatase Che1",281,"Complete proteome;Reference proteome",,"mtu:Rv2393;mtv:RVBD_2393;",,,,,,,,,,
"O50413","O50413_MYCTU","unreviewed","Rv3386","Possible transposase",234,"Complete proteome;Reference proteome",,"mtu:Rv3386;mtv:RVBD_3386;",,,,,,,,,,
"O53633","O53633_MYCTU","unreviewed","Rv0111","Possible transmembrane acyltransferase",685,"Acyltransferase;Complete proteome;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix",,"mtu:Rv0111;mtv:RVBD_0111;",,,,,,,,,,
"O07246","O07246_MYCTU","unreviewed","Rv0320","Possible conserved exported protein",220,"Complete proteome;Reference proteome;Signal",,"mtu:Rv0320;mtv:RVBD_0320;",,,,,,,,,,
"O53438","O53438_MYCTU","unreviewed","celA2b Rv1090","Probable cellulase CelA2b (Endo-1","4-beta-glucanase) (Endoglucanase) (Carboxymethyl cellulase)",151,"Carbohydrate metabolism;Complete proteome;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome","Glycosyl hydrolase 12 (cellulase H) family","mtv:RVBD_1090;",,,,,,,,,
"O53519","O53519_MYCTU","unreviewed","TB16.3 Rv2185c","Conserved protein TB16.3",144,"Complete proteome;Reference proteome",,"mtu:Rv2185c;mtv:RVBD_2185c;",,,,,,,,,,
"I6X7F2","I6X7F2_MYCTU","unreviewed","Rv3483c","Possible exported protein",220,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv3483c;mtv:RVBD_3483c;",,,,,,,,,,
"I6YG46","I6YG46_MYCTU","unreviewed","gadB Rv3432c","Glutamate decarboxylase (EC 4.1.1.15)",460,"Complete proteome;Decarboxylase;Lyase;Pyridoxal phosphate;Reference proteome","Group II decarboxylase family","mtu:Rv3432c;mtv:RVBD_3432c;",,,,,,,,,,
"O06270","O06270_MYCTU","unreviewed","Rv3613c","Uncharacterized protein",53,"Complete proteome;Reference proteome",,"mtu:Rv3613c;mtv:RVBD_3613c;",,,,,,,,,,
"O06625","O06625_MYCTU","unreviewed","Rv1565c","Conserved hypothetical membrane protein",729,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1565c;mtv:RVBD_1565c;",,,,,,,,,,
"O53319","O53319_MYCTU","unreviewed","Rv3169","Conserved protein",374,"Complete proteome;Reference proteome",,"mtu:Rv3169;mtv:RVBD_3169;",,,,,,,,,,
"P95034","P95034_MYCTU","unreviewed","Rv0688","Putative ferredoxin reductase",406,"Complete proteome;Reference proteome",,"mtu:Rv0688;mtv:RVBD_0688;",,,,,,,,,,
"O05296","O05296_MYCTU","unreviewed","Rv1194c","Conserved protein",421,"Complete proteome;Reference proteome",,"mtu:Rv1194c;mtv:RVBD_1194c;",,,,,,,,,,
"I6Y4G1","I6Y4G1_MYCTU","unreviewed","Rv0690c","Uncharacterized protein",349,"Complete proteome;Reference proteome",,"mtu:Rv0690c;mtv:RVBD_0690c;",,,,,,,,,,
"V5QPR9","V5QPR9_MYCTU","unreviewed","aprA Rv2395A","Acid and phagosome regulated protein A AprA",71,"Complete proteome;Reference proteome",,"mtu:Rv2395A;mtv:RVBD_2395A;",,,,,,,,,,
"P94978","P94978_MYCTU","unreviewed","tsnR Rv1644","Possible 23S rRNA methyltransferase TsnR",260,"Complete proteome;Methyltransferase;Reference proteome;Transferase","Class IV-like SAM-binding methyltransferase superfamily"," RNA methyltransferase TrmH family","mtu:Rv1644;mtv:RVBD_1644;",,,,,,,,,
"O33262","O33262_MYCTU","unreviewed","Rv2128","Conserved transmembrane protein",67,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv2128;mtv:RVBD_2128;",,,,,,,,,,
"V5QPR5","V5QPR5_MYCTU","unreviewed","Rv0530A","Conserved protein",53,"Complete proteome;Reference proteome",,"mtu:Rv0530A;mtv:RVBD_0530Ac;",,,,,,,,,,
"O33254","O33254_MYCTU","unreviewed","Rv2119","Uncharacterized protein",278,"Complete proteome;Reference proteome",,"mtu:Rv2119;mtv:RVBD_2119;",,,,,,,,,,
"O86327","O86327_MYCTU","unreviewed","rsfS Rv2420c","Ribosomal silencing factor RsfS",126,"3D-structure;Complete proteome;Cytoplasm;Reference proteome;Repressor;Translation regulation","Iojap/RsfS family","mtu:Rv2420c;mtv:RVBD_2420c;",,,,,,,,,,
"O06592","O06592_MYCTU","unreviewed","Rv1598c","Conserved protein",136,"Complete proteome;Reference proteome",,"mtu:Rv1598c;mtv:RVBD_1598c;",,,,,,,,,,
"I6Y0L1","I6Y0L1_MYCTU","unreviewed","mbtE Rv2380c","Peptide synthetase MbtE (Peptide synthase)",1682,"Complete proteome;Ligase;Phosphopantetheine;Reference proteome",,"mtu:Rv2380c;mtv:RVBD_2380c;",,,,,,,,,,
"L0TB61","L0TB61_MYCTU","unreviewed","Rv2037c","Conserved transmembrane protein",324,"Complete proteome;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Reference proteome;Transmembrane",,"mtu:Rv2037c;",,,,,,,,,,
"L7N660","L7N660_MYCTU","unreviewed","PE36 Rv3893c","PE family protein PE36",77,"Complete proteome;Reference proteome",,"mtu:Rv3893c;mtv:RVBD_3893c;",,,,,,,,,,
"P96257","P96257_MYCTU","unreviewed","glnH Rv0411c","Probable glutamine-binding lipoprotein GlnH (GLNBP)",328,"3D-structure;Complete proteome;Lipoprotein;Reference proteome;Signal",,"mtu:Rv0411c;mtv:RVBD_0411c;",,,,,,,,,,
"L0TAY1","L0TAY1_MYCTU","unreviewed","Rv1907c","Uncharacterized protein",215,"Complete proteome;Reference proteome",,"mtu:Rv1907c;",,,,,,,,,,
"O05904","O05904_MYCTU","unreviewed","Rv0912","Probable conserved transmembrane protein",149,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv0912;mtv:RVBD_0912;",,,,,,,,,,
"Q10843","Q10843_MYCTU","unreviewed","Rv2014","Transposase",196,"Complete proteome;Reference proteome",,"mtv:RVBD_2014;",,,,,,,,,,
"P96356","P96356_MYCTU","unreviewed","Rv1045","Uncharacterized protein",293,"Complete proteome;Reference proteome",,"mtu:Rv1045;mtv:RVBD_1045;",,,,,,,,,,
"L7N661","L7N661_MYCTU","unreviewed","PE4 Rv0160c","PE family protein PE4",502,"Complete proteome;Reference proteome",,"mtu:Rv0160c;mtv:RVBD_0160c;",,,,,,,,,,
"O05859","O05859_MYCTU","unreviewed","Rv3207c","Conserved protein",285,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv3207c;mtv:RVBD_3207c;",,,,,,,,,,
"O05575","O05575_MYCTU","unreviewed","Rv0992c","5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)",197,"ATP-binding;Complete proteome;Magnesium;Metal-binding;Nucleotide-binding;Reference proteome","5-formyltetrahydrofolate cyclo-ligase family","mtu:Rv0992c;mtv:RVBD_0992c;",,,,,,,,,,
"O06606","O06606_MYCTU","unreviewed","Rv1584c","Possible PhiRv1 phage protein",73,"Complete proteome;Reference proteome",,"mtu:Rv1584c;mtv:RVBD_1584c;",,,,,,,,,,
"O50398","O50398_MYCTU","unreviewed","Rv3369","Conserved protein",144,"Complete proteome;Reference proteome",,"mtu:Rv3369;mtv:RVBD_3369;",,,,,,,,,,
"P71643","P71643_MYCTU","unreviewed","Rv2808","Uncharacterized protein",85,"Complete proteome;Reference proteome",,"mtu:Rv2808;mtv:RVBD_2808;",,,,,,,,,,
"O33198","O33198_MYCTU","unreviewed","Rv1697","Uncharacterized protein",393,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1697;mtv:RVBD_1697;",,,,,,,,,,
"I6YB06","I6YB06_MYCTU","unreviewed","nrdH Rv3053c","Probable glutaredoxin electron transport component of NRDEF (Glutaredoxin-like protein) NrdH",79,"3D-structure;Complete proteome;Reference proteome",,"mtu:Rv3053c;mtv:RVBD_3053c;",,,,,,,,,,
"I6YGX2","I6YGX2_MYCTU","unreviewed","ponA2 Rv3682","Uncharacterized protein",810,"3D-structure;Complete proteome;Reference proteome;Signal;Transferase",,"mtu:Rv3682;mtv:RVBD_3682;",,,,,,,,,,
"Q6MWX6","Q6MWX6_MYCTU","unreviewed","echA18.1 Rv3374","Probable enoyl-CoA hydratase EchA18.1 (Enoyl hydrase) (Unsaturated acyl-CoA hydratase) (Crotonase)",82,"Complete proteome;Reference proteome",,"mtv:RVBD_3374;",,,,,,,,,,
"O53972","O53972_MYCTU","unreviewed","mce3F Rv1971","Mce-family protein Mce3F",437,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv1971;mtv:RVBD_1971;",,,,,,,,,,
"I6X9F4","I6X9F4_MYCTU","unreviewed","Rv0621","Possible membrane protein",354,"Complete proteome;Membrane;Reference proteome;Transmembrane;Transmembrane helix",,"mtu:Rv0621;mtv:RVBD_0621;",,,,,,,,,,
"P71813","P71813_MYCTU","unreviewed","Rv0756c","Uncharacterized protein",241,"Complete proteome;Reference proteome",,"mtu:Rv0756c;mtv:RVBD_0756c;",,,,,,,,,,
"O53561","O53561_MYCTU","unreviewed","echA19 Rv3516","Possible enoyl-CoA hydratase EchA19 (Enoyl hydrase) (Unsaturated acyl-CoA hydratase) (Crotonase)",263,"Complete proteome;Reference proteome",,"mtu:Rv3516;mtv:RVBD_3516;",,,,,,,,,,
"O50402","O50402_MYCTU","unreviewed","echA18 Rv3373","Probable enoyl-CoA hydratase EchA18 (Enoyl hydrase) (Unsaturated acyl-CoA hydratase) (Crotonase)",213,"Complete proteome;Reference proteome","Enoyl-CoA hydratase/isomerase family","mtu:Rv3373;mtv:RVBD_3373;",,,,,,,,,,
"P95263","P95263_MYCTU","unreviewed","Rv1951c","Uncharacterized protein",98,"Complete proteome;Reference proteome",,"mtu:Rv1951c;mtv:RVBD_1951c;",,,,,,,,,,
