"PATRIC ID","locus_tag","Feature ID","Start","End","Length","Strand","FIGfam ID","PATRIC genus-specific families (PLfams)","Protein ID","AA Length","Gene Symbol","product","GO"
"fig|83332.12.peg.4317","Rv3872","PATRIC.83332.12.NC_000962.CDS.4350745.4351044.fwd",4350745,4351044,300,"+","FIG00017916","PLF_1763_00003550","YP_178021.1",99,"PE35","PE family protein => PE35, interacts with PPE68, regulation of esxAB expression via Type VII secretion system ESX-1",
"fig|83332.12.peg.4318","Rv3873","PATRIC.83332.12.NC_000962.CDS.4351066.4352181.fwd",4351066,4352181,1116,"+","FIG00041566","PLF_1763_00002824","YP_178022.1",371,"PPE68","PPE family protein => PPE68, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.4319","Rv3874","PATRIC.83332.12.NC_000962.CDS.4352274.4352576.fwd",4352274,4352576,303,"+","FIG00045581","PLF_1763_00003408","NP_218391.1",100,"esxB","10 kDa culture filtrate antigen CFP-10 (EsxB)",
"fig|83332.12.peg.4320","Rv3875","PATRIC.83332.12.NC_000962.CDS.4352609.4352896.fwd",4352609,4352896,288,"+","FIG00048122","PLF_1763_00003293","YP_178023.1",95,"esxA","6 kDa early secretory antigenic target ESAT-6 (EsxA)",
"fig|83332.12.peg.4321","Rv3876","PATRIC.83332.12.NC_000962.CDS.4353010.4355010.fwd",4353010,4355010,2001,"+","FIG00044407","PLF_1763_00016192","NP_218393.1",666,,"Proline and alanine rich protein EspI, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.394","Rv0357c","PATRIC.83332.12.NC_000962.CDS.435471.436769.rev",435471,436769,1299,"-","FIG00000107","PLF_1763_00000457","NP_214871.1",432,"purA","Adenylosuccinate synthetase (EC 6.3.4.4)","GO:0004019|adenylosuccinate synthase activity"
"fig|83332.12.peg.4322","Rv3877","PATRIC.83332.12.NC_000962.CDS.4355079.4356542.fwd",4355079,4356542,1464,"+","FIG00092051","PLF_1763_00002428","NP_218394.1",487,,"Integral membrane protein EccD1, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.46","Rv0041","PATRIC.83332.12.NC_000962.CDS.43562.46471.fwd",43562,46471,2910,"+","FIG00000114","PLF_1763_00000329","NP_214555.1",969,"leuS","Leucyl-tRNA synthetase (EC 6.1.1.4)","GO:0004823|leucine-tRNA ligase activity"
"fig|83332.12.peg.4323","Rv3878","PATRIC.83332.12.NC_000962.CDS.4356693.4357535.fwd",4356693,4357535,843,"+","FIG00023534","PLF_1763_00002510","NP_218395.1",280,,"Protein EspJ, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.4324","Rv3879c","PATRIC.83332.12.NC_000962.CDS.4357593.4359743.rev",4357593,4359743,2151,"-","FIG00034073","PLF_1763_00377061","NP_218396.1",716,,"Proline and alanine rich protein EspK, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.4325",,"PATRIC.83332.12.NC_000962.CDS.4359823.4359951.rev",4359823,4359951,129,"-","FIG00822138","PLF_1763_00004034",,42,,"hypothetical protein",
"fig|83332.12.peg.4326","Rv3880c","PATRIC.83332.12.NC_000962.CDS.4360199.4360540.rev",4360199,4360540,342,"-","FIG00821129","PLF_1763_00003049","NP_218397.1",113,,"Protein EspL, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.4327","Rv3881c","PATRIC.83332.12.NC_000962.CDS.4360543.4361925.rev",4360543,4361925,1383,"-","FIG01485781","PLF_1763_00002495","NP_218398.1",460,,"Secreted protein EspB, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.4328","Rv3882c","PATRIC.83332.12.NC_000962.CDS.4362032.4363420.rev",4362032,4363420,1389,"-","FIG00485194","PLF_1763_00002238","NP_218399.1",462,,"Membrane protein EccE1, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.4329","Rv3883c","PATRIC.83332.12.NC_000962.CDS.4363417.4364787.rev",4363417,4364787,1371,"-","FIG01109635","PLF_1763_00205094","NP_218400.1",456,"mycP1","Serine protease mycosin MycP1, component of Type VII secretion system ESX-1",
"fig|83332.12.peg.4330","Rv3884c","PATRIC.83332.12.NC_000962.CDS.4364979.4366817.rev",4364979,4366817,1839,"-","FIG00018369","PLF_1763_00001659","NP_218401.1",612,,"AAA+ family protein ATPase EccA2, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.4331","Rv3885c","PATRIC.83332.12.NC_000962.CDS.4366908.4368521.rev",4366908,4368521,1614,"-","FIG00485194","PLF_1763_00001769","NP_218402.1",537,,"Membrane protein EccE2, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.4332","Rv3886c","PATRIC.83332.12.NC_000962.CDS.4368518.4369954.rev",4368518,4369954,1437,"-","FIG01347187","PLF_1763_00003843","NP_218403.1",478,"mycP2","Serine protease mycosin MycP2, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.395","Rv0358","PATRIC.83332.12.NC_000962.CDS.436860.437507.fwd",436860,437507,648,"+","FIG00820474","PLF_1763_00202761","NP_214872.1",215,,"hypothetical protein",
"fig|83332.12.peg.4333",,"PATRIC.83332.12.NC_000962.CDS.4369866.4370012.fwd",4369866,4370012,147,"+","FIG00822439","PLF_1763_00003855",,48,,"hypothetical protein",
"fig|83332.12.peg.4334","Rv3887c","PATRIC.83332.12.NC_000962.CDS.4370155.4371561.rev",4370155,4371561,1407,"-","FIG00662132","PLF_1763_00006034","NP_218404.1",468,,"Integral membrane protein EccD2, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.4335","Rv3888c","PATRIC.83332.12.NC_000962.CDS.4371681.4372679.rev",4371681,4372679,999,"-","FIG01439204","PLF_1763_00004670","NP_218405.1",332,,"ATPase of AAA+ superfamily Rv3888c",
"fig|83332.12.peg.4336","Rv3889c","PATRIC.83332.12.NC_000962.CDS.4372800.4373630.rev",4372800,4373630,831,"-","FIG00820324","PLF_1763_00004465","NP_218406.1",276,,"Protein EspG2, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.4337","Rv3890c","PATRIC.83332.12.NC_000962.CDS.4373726.4373932.rev",4373726,4373932,207,"-","FIG00820394","PLF_1763_00003018","NP_218407.1",68,"esxC","ESAT-6-like protein EsxC",
"fig|83332.12.peg.4338","Rv3891c","PATRIC.83332.12.NC_000962.CDS.4374049.4374372.rev",4374049,4374372,324,"-","FIG00822436","PLF_1763_00007972","NP_218408.1",107,"esxD","ESAT-6-like protein EsxD",
"fig|83332.12.peg.4339","Rv3892c","PATRIC.83332.12.NC_000962.CDS.4374484.4375683.rev",4374484,4375683,1200,"-","FIG00013075","PLF_1763_00015343","YP_178024.1",399,"PPE69","PPE family protein => PPE69, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.396","Rv0359","PATRIC.83332.12.NC_000962.CDS.437518.438297.fwd",437518,438297,780,"+","FIG01121868","PLF_1763_00001759","NP_214873.1",259,,"Zinc metalloprotease",
"fig|83332.12.peg.4340","Rv3893c","PATRIC.83332.12.NC_000962.CDS.4375762.4375968.rev",4375762,4375968,207,"-","FIG01311212","PLF_1763_00008802","YP_178025.1",68,"PE36","PE family protein => PE36, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.4341",,"PATRIC.83332.12.NC_000962.CDS.4376074.4376238.rev",4376074,4376238,165,"-","FIG01415398","PLF_1763_00003662",,54,,"hypothetical protein",
"fig|83332.12.peg.4342","Rv3894c","PATRIC.83332.12.NC_000962.CDS.4376262.4380452.rev",4376262,4380452,4191,"-","FIG01309712","PLF_1763_00005040","NP_218411.1",1396,,"FtsK/SpoIIIE family protein EccC2, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.4343","Rv3895c","PATRIC.83332.12.NC_000962.CDS.4380453.4381940.rev",4380453,4381940,1488,"-","FIG00662487","PLF_1763_00001791","NP_218412.1",495,,"Membrane protein EccB2, component of Type VII secretion system ESX-2",
"fig|83332.12.peg.4344","Rv3896c","PATRIC.83332.12.NC_000962.CDS.4381943.4382812.rev",4381943,4382812,870,"-","FIG01353358","PLF_1763_00002258","NP_218413.1",289,,"putative secreted protein",
"fig|83332.12.peg.4345","Rv3897c","PATRIC.83332.12.NC_000962.CDS.4383008.4383640.rev",4383008,4383640,633,"-","FIG01274014","PLF_1763_00086457","NP_218414.1",210,,"hypothetical protein",
"fig|83332.12.peg.397","Rv0360c","PATRIC.83332.12.NC_000962.CDS.438302.438739.rev",438302,438739,438,"-","FIG01121294","PLF_1763_00000484","NP_214874.1",145,,"hypothetical protein",
"fig|83332.12.peg.4346","Rv3898c","PATRIC.83332.12.NC_000962.CDS.4383653.4383991.rev",4383653,4383991,339,"-",,"PLF_1763_00086457","NP_218415.1",112,,"hypothetical protein",
"fig|83332.12.peg.4347","Rv3899c","PATRIC.83332.12.NC_000962.CDS.4384147.4384863.rev",4384147,4384863,717,"-","FIG01349651","PLF_1763_00002209","NP_218416.1",238,,"Vegetative cell wall protein gp1 precursor",
"fig|83332.12.peg.4348","Rv3900c","PATRIC.83332.12.NC_000962.CDS.4385373.4386305.rev",4385373,4386305,933,"-","FIG01349651","PLF_1763_00098324","NP_218417.1",310,,"hypothetical protein",
"fig|83332.12.peg.4349","Rv3901c","PATRIC.83332.12.NC_000962.CDS.4386365.4386718.rev",4386365,4386718,354,"-","FIG00692835","PLF_1763_00378200","NP_218418.1",117,,"hypothetical protein",
"fig|83332.12.peg.4350",,"PATRIC.83332.12.NC_000962.CDS.4386757.4386987.fwd",4386757,4386987,231,"+","FIG00822577","PLF_1763_00002954",,76,,"hypothetical protein",
"fig|83332.12.peg.4351","Rv3902c","PATRIC.83332.12.NC_000962.CDS.4387365.4387883.rev",4387365,4387883,519,"-","FIG00820524","PLF_1763_00003503","NP_218419.1",172,,"hypothetical protein",
"fig|83332.12.peg.4352","Rv3903c","PATRIC.83332.12.NC_000962.CDS.4387892.4390432.rev",4387892,4390432,2541,"-","FIG01317698","PLF_1763_00136851","NP_218420.1",846,,"hypothetical protein",
"fig|83332.12.peg.398","Rv0361","PATRIC.83332.12.NC_000962.CDS.438822.439649.fwd",438822,439649,828,"+","FIG00662487","PLF_1763_00002030","NP_214875.1",275,,"Uncharacterized membrane protein Rv0361",
"fig|83332.12.peg.4353","Rv3904c","PATRIC.83332.12.NC_000962.CDS.4390437.4390727.rev",4390437,4390727,291,"-","FIG00820811","PLF_1763_00004018","NP_218421.1",96,"esxE","hypothetical protein",
"fig|83332.12.peg.4354","Rv3905c","PATRIC.83332.12.NC_000962.CDS.4390720.4391031.rev",4390720,4391031,312,"-","FIG00820023","PLF_1763_00003037","NP_218422.1",103,"esxF","hypothetical protein",
"fig|83332.12.peg.4355","Rv3906c","PATRIC.83332.12.NC_000962.CDS.4391097.4391606.rev",4391097,4391606,510,"-","FIG00820045","PLF_1763_00002047","NP_218423.1",169,,"FIG00820046: hypothetical protein",
"fig|83332.12.peg.4356","Rv3907c","PATRIC.83332.12.NC_000962.CDS.4391631.4393073.rev",4391631,4393073,1443,"-","FIG00000289","PLF_1763_00366492","YP_178026.1",480,"pcnA","CCA tRNA nucleotidyltransferase (EC 2.7.7.72)","GO:0001680|tRNA 3'-terminal CCA addition;GO:0001680|CTP:tRNA cytidylyltransferase activity;GO:0001680|CTP:3'-cytidine-tRNA cytidylyltransferase activity;GO:0001680|ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity"
"fig|83332.12.peg.4357",,"PATRIC.83332.12.NC_000962.CDS.4393529.4393663.rev",4393529,4393663,135,"-","FIG00638284","PLF_1763_00004035",,44,,"hypothetical protein",
"fig|83332.12.peg.4358","Rv3908","PATRIC.83332.12.NC_000962.CDS.4393623.4394195.fwd",4393623,4394195,573,"+","FIG01323436","PLF_1763_00001177","NP_218425.1",190,,"Diadenosine hexaphosphate (Ap6A) hydrolase; Bis(5'-nucleosyl)-tetraphosphatase (Ap4A) (Asymmetrical) (EC 3.6.1.17)","GO:0004081|bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity"
"fig|83332.12.peg.4359","Rv3909","PATRIC.83332.12.NC_000962.CDS.4394192.4396600.fwd",4394192,4396600,2409,"+","FIG00543965","PLF_1763_00000461","NP_218426.1",802,,"FIG01967133: Putative secreted protein",
"fig|83332.12.peg.4360","Rv3910","PATRIC.83332.12.NC_000962.CDS.4396618.4400151.fwd",4396618,4400151,3534,"+","FIG00001204","PLF_1763_00259157","NP_218427.1",1177,,"Peptidoglycan lipid II flippase MurJ / Pseudokinase domain in MviN",
"fig|83332.12.peg.399","Rv0362","PATRIC.83332.12.NC_000962.CDS.439871.441253.fwd",439871,441253,1383,"+","FIG00437800","PLF_1763_00002623","NP_214876.1",460,"mgtE","Mg/Co/Ni transporter MgtE, CBS domain-containing",
"fig|83332.12.peg.4361","Rv3911","PATRIC.83332.12.NC_000962.CDS.4400186.4400854.fwd",4400186,4400854,669,"+","FIG00952839","PLF_1763_00001312","NP_218428.1",222,"sigM","RNA polymerase ECF-type sigma factor",
"fig|83332.12.peg.4362","Rv3912","PATRIC.83332.12.NC_000962.CDS.4400870.4401634.fwd",4400870,4401634,765,"+","FIG00822882","PLF_1763_00041771","NP_218429.1",254,,"FIG00822885: hypothetical protein",
"fig|83332.12.peg.4363","Rv3913","PATRIC.83332.12.NC_000962.CDS.4401728.4402735.fwd",4401728,4402735,1008,"+","FIG00018396","PLF_1763_00000240","NP_218430.1",335,"trxB2","Thioredoxin reductase (EC 1.8.1.9)","GO:0004791|thioredoxin-disulfide reductase activity"
"fig|83332.12.peg.4364","Rv3914","PATRIC.83332.12.NC_000962.CDS.4402732.4403082.fwd",4402732,4403082,351,"+","FIG00018396","PLF_1763_00001249","NP_218431.1",116,"trxC","Thioredoxin",
"fig|83332.12.peg.4365","Rv3915","PATRIC.83332.12.NC_000962.CDS.4403192.4404412.fwd",4403192,4404412,1221,"+","FIG00001385","PLF_1763_00000916","YP_178027.1",406,,"MurA regulator CwlM implicated in cell wall metabolism and antibiotic tolerance",
"fig|83332.12.peg.4366","Rv3916c","PATRIC.83332.12.NC_000962.CDS.4404433.4405167.rev",4404433,4405167,735,"-","FIG00545451","PLF_1763_00001087","NP_218433.1",244,,"FIG007808: N-acetyltransferase",
"fig|83332.12.peg.4367","Rv3917c","PATRIC.83332.12.NC_000962.CDS.4405457.4406329.rev",4405457,4406329,873,"-","FIG00021843","PLF_1763_00034581","NP_218435.2",290,"parB","Chromosome (plasmid) partitioning protein ParB",
"fig|83332.12.peg.4368","Rv3918c","PATRIC.83332.12.NC_000962.CDS.4406488.4407441.rev",4406488,4407441,954,"-","FIG00006461","PLF_1763_00199838","NP_218434.2",317,"parA","Chromosome (plasmid) partitioning protein ParA",
"fig|83332.12.peg.4369","Rv3919c","PATRIC.83332.12.NC_000962.CDS.4407528.4408202.rev",4407528,4408202,675,"-","FIG01089612","PLF_1763_00009708","NP_218436.1",224,"gidB","16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)",
"fig|83332.12.peg.4370","Rv3920c","PATRIC.83332.12.NC_000962.CDS.4408334.4408897.rev",4408334,4408897,564,"-","FIG00001656","PLF_1763_00000649","NP_218437.1",187,,"RNA-binding protein Jag",
"fig|83332.12.peg.4371","Rv3921c","PATRIC.83332.12.NC_000962.CDS.4408969.4410069.rev",4408969,4410069,1101,"-","FIG00002818","PLF_1763_00001031","NP_218438.1",366,,"Inner membrane protein translocase and chaperone YidC, short form OxaI-like",
"fig|83332.12.peg.4372","Rv3922c","PATRIC.83332.12.NC_000962.CDS.4410053.4410415.rev",4410053,4410415,363,"-","FIG00004843","PLF_1763_00010657","NP_218439.1",120,,"Membrane protein insertion efficiency factor YidD",
"fig|83332.12.peg.4373","Rv3923c","PATRIC.83332.12.NC_000962.CDS.4410412.4410600.rev",4410412,4410600,189,"-","FIG00092649","PLF_1763_00002459","NP_218440.2",62,"rnpA","Ribonuclease P protein component (EC 3.1.26.5)","GO:0004526|ribonuclease P activity"
"fig|83332.12.peg.400","Rv0363c","PATRIC.83332.12.NC_000962.CDS.441265.442299.rev",441265,442299,1035,"-","FIG00000370","PLF_1763_00001477","NP_214877.1",344,"fba","Fructose-bisphosphate aldolase class II (EC 4.1.2.13)","GO:0004332|fructose-bisphosphate aldolase activity"
"fig|83332.12.peg.401","Rv0364","PATRIC.83332.12.NC_000962.CDS.442395.443078.fwd",442395,443078,684,"+","FIG00002761","PLF_1763_00001494","NP_214878.1",227,,"DedA protein",
"fig|83332.12.peg.402","Rv0365c","PATRIC.83332.12.NC_000962.CDS.443067.444197.rev",443067,444197,1131,"-","FIG00861911","PLF_1763_00001266","NP_214879.1",376,,"fructose-bisphosphate aldolase family protein",
"fig|83332.12.peg.403","Rv0366c","PATRIC.83332.12.NC_000962.CDS.444222.444815.rev",444222,444815,594,"-","FIG01314328","PLF_1763_00305755","NP_214880.1",197,,"Predicted kinase",
"fig|83332.12.peg.404","Rv0367c","PATRIC.83332.12.NC_000962.CDS.444844.445233.rev",444844,445233,390,"-","FIG01310830","PLF_1763_00002172","NP_214881.1",129,,"hypothetical protein",
"fig|83332.12.peg.405","Rv0368c","PATRIC.83332.12.NC_000962.CDS.445314.446525.rev",445314,446525,1212,"-","FIG01306755","PLF_1763_00002348","NP_214882.1",403,,"Carbon monoxide oxidation accessory protein CoxE",
"fig|83332.12.peg.406","Rv0369c","PATRIC.83332.12.NC_000962.CDS.446531.447133.rev",446531,447133,603,"-","FIG01306638","PLF_1763_00002556","NP_214883.1",200,,"Carbon monoxide oxidation accessory protein CoxG",
"fig|83332.12.peg.407","Rv0370c","PATRIC.83332.12.NC_000962.CDS.447147.448043.rev",447147,448043,897,"-","FIG01306712","PLF_1763_00002565","NP_214884.1",298,,"Carbon monoxide oxidation accessory protein CoxD",
"fig|83332.12.peg.408","Rv0371c","PATRIC.83332.12.NC_000962.CDS.448040.448633.rev",448040,448633,594,"-","FIG00029967","PLF_1763_00003512","NP_214885.1",197,,"Molybdenum cofactor cytidylyltransferase (EC 2.7.7.76)","GO:0061602|molybdenum cofactor cytidylyltransferase activity"
"fig|83332.12.peg.409","Rv0372c","PATRIC.83332.12.NC_000962.CDS.448630.449199.rev",448630,449199,570,"-","FIG00006127","PLF_1763_00002592","NP_214886.1",189,,"Aerobic carbon monoxide dehydrogenase molybdenum cofactor insertion protein CoxF",
"fig|83332.12.peg.410","Rv0373c","PATRIC.83332.12.NC_000962.CDS.449404.451803.rev",449404,451803,2400,"-","FIG01304852","PLF_1763_00180955","NP_214887.1",799,,"Aerobic carbon monoxide dehydrogenase (quinone), large chain (EC 1.2.5.3)",
"fig|83332.12.peg.4","Rv0004","PATRIC.83332.12.NC_000962.CDS.4497.4997.fwd",4497,4997,501,"+","FIG00403940","PLF_1763_00001080","NP_214518.1",166,,"Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives",
"fig|83332.12.peg.411","Rv0374c","PATRIC.83332.12.NC_000962.CDS.451800.452279.rev",451800,452279,480,"-","FIG00525841","PLF_1763_00150904","NP_214888.1",159,,"Aerobic carbon monoxide dehydrogenase (quinone), small chain (EC 1.2.5.3)",
"fig|83332.12.peg.412","Rv0375c","PATRIC.83332.12.NC_000962.CDS.452294.453154.rev",452294,453154,861,"-","FIG00513859","PLF_1763_00002601","NP_214889.1",286,,"Aerobic carbon monoxide dehydrogenase (quinone), medium chain (EC 1.2.5.3)",
"fig|83332.12.peg.413","Rv0376c","PATRIC.83332.12.NC_000962.CDS.453230.454396.rev",453230,454396,1167,"-","FIG00024587","PLF_1763_00037495","NP_214890.1",388,,"Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family",
"fig|83332.12.peg.414","Rv0377","PATRIC.83332.12.NC_000962.CDS.454421.455386.fwd",454421,455386,966,"+","FIG00028984","PLF_1763_00003914","NP_214891.1",321,,"Transcription regulator in CO-DH cluster",
"fig|83332.12.peg.415","Rv0378","PATRIC.83332.12.NC_000962.CDS.455631.455858.fwd",455631,455858,228,"+","FIG01326805","PLF_1763_00134182","NP_214892.1",75,,"hypothetical protein",
"fig|83332.12.peg.416","Rv0379","PATRIC.83332.12.NC_000962.CDS.455983.456192.fwd",455983,456192,210,"+","FIG01363713","PLF_1763_00022195","YP_177722.1",69,"secE2","Dodecin, a flavin storage/sequestration protein",
"fig|83332.12.peg.417","Rv0380c","PATRIC.83332.12.NC_000962.CDS.456268.456819.rev",456268,456819,552,"-","FIG00945552","PLF_1763_00001263","NP_214894.1",183,,"SpoU rRNA methylase family protein",
"fig|83332.12.peg.418","Rv0381c","PATRIC.83332.12.NC_000962.CDS.456915.457823.rev",456915,457823,909,"-","FIG01349032","PLF_1763_00033779","NP_214895.1",302,,"hypothetical protein Rv0381c",
"fig|83332.12.peg.419","Rv0382c","PATRIC.83332.12.NC_000962.CDS.457841.458380.rev",457841,458380,540,"-","FIG00025759","PLF_1763_00001471","YP_177723.1",179,"pyrE","Orotate phosphoribosyltransferase (EC 2.4.2.10)","GO:0004588|orotate phosphoribosyltransferase activity"
"fig|83332.12.peg.420","Rv0383c","PATRIC.83332.12.NC_000962.CDS.458461.459315.rev",458461,459315,855,"-","FIG01121868","PLF_1763_00003586","NP_214897.1",284,,"putative membrane protein",
"fig|83332.12.peg.421","Rv0384c","PATRIC.83332.12.NC_000962.CDS.459456.462002.rev",459456,462002,2547,"-","FIG00025216","PLF_1763_00292187","NP_214898.1",848,"clpB","Chaperone protein ClpB (ATP-dependent unfoldase)",
"fig|83332.12.peg.422","Rv0385","PATRIC.83332.12.NC_000962.CDS.462135.463307.fwd",462135,463307,1173,"+","FIG00000983","PLF_1763_00001976","NP_214899.1",390,,"Flavohemoglobin / Nitric oxide dioxygenase (EC 1.14.12.17)","GO:0008941|nitric oxide dioxygenase activity"
"fig|83332.12.peg.423","Rv0386","PATRIC.83332.12.NC_000962.CDS.463411.466668.fwd",463411,466668,3258,"+","FIG01386132","PLF_1763_00156674","NP_214900.1",1085,,"Transcriptional regulator, AfsR family",
"fig|83332.12.peg.47","Rv0042c","PATRIC.83332.12.NC_000962.CDS.46581.47084.rev",46581,47084,504,"-","FIG00554610","PLF_1763_00001647","NP_214556.1",167,,"Transcriptional regulator, MarR family",
"fig|83332.12.peg.424","Rv0387c","PATRIC.83332.12.NC_000962.CDS.466672.467073.rev",466672,467073,402,"-","FIG00013075","PLF_1763_00229283","NP_214901.1",133,,"hypothetical protein",
"fig|83332.12.peg.425",,"PATRIC.83332.12.NC_000962.CDS.467065.467376.fwd",467065,467376,312,"+","FIG00638284","PLF_1763_00005904",,103,,"hypothetical protein",
"fig|83332.12.peg.426","Rv0388c","PATRIC.83332.12.NC_000962.CDS.467459.468001.rev",467459,468001,543,"-","FIG00013075","PLF_1763_00149760","YP_177724.1",180,"PPE9","PPE family protein, SVP subgroup => PPE9",
"fig|83332.12.peg.427",,"PATRIC.83332.12.NC_000962.CDS.468194.468364.rev",468194,468364,171,"-","FIG00822287","PLF_1763_00003724",,56,,"hypothetical protein",
"fig|83332.12.peg.428","Rv0389","PATRIC.83332.12.NC_000962.CDS.468416.469594.fwd",468416,469594,1179,"+","FIG00000909","PLF_1763_00002337","NP_214903.1",392,"purT","Formate-dependent phosphoribosylglycinamide formyltransferase",
"fig|83332.12.peg.429","Rv0390","PATRIC.83332.12.NC_000962.CDS.469591.470013.fwd",469591,470013,423,"+","FIG01304277","PLF_1763_00001524","NP_214904.1",140,,"Rhodanese-related sulfurtransferase",
"fig|83332.12.peg.430","Rv0391","PATRIC.83332.12.NC_000962.CDS.470010.471230.fwd",470010,471230,1221,"+","FIG00963163","PLF_1763_00000779","NP_214905.1",406,"metZ","O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) @ O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)","GO:0003961|O-acetylhomoserine aminocarboxypropyltransferase activity;GO:0003962|cystathionine gamma-synthase activity"
"fig|83332.12.peg.431","Rv0392c","PATRIC.83332.12.NC_000962.CDS.471227.472591.rev",471227,472591,1365,"-","FIG00008708","PLF_1763_00000946","NP_214906.1",454,"ndhA","NADH dehydrogenase (EC 1.6.99.3)","GO:0003954|NADH dehydrogenase activity"
"fig|83332.12.peg.48",,"PATRIC.83332.12.NC_000962.CDS.47140.47274.fwd",47140,47274,135,"+","FIG00823307","PLF_1763_00003745",,44,,"hypothetical protein",
"fig|83332.12.peg.432",,"PATRIC.83332.12.NC_000962.CDS.472914.473105.fwd",472914,473105,192,"+","FIG01319357","PLF_1763_00003487",,63,,"hypothetical protein",
"fig|83332.12.peg.433","Rv0393","PATRIC.83332.12.NC_000962.CDS.473114.474106.fwd",473114,474106,993,"+","FIG00831556","PLF_1763_00026746","NP_214907.1",330,,"13E12 repeat family protein, HNH endonuclease domain",
"fig|83332.12.peg.49","Rv0043c","PATRIC.83332.12.NC_000962.CDS.47366.48100.rev",47366,48100,735,"-","FIG00621925","PLF_1763_00001816","NP_214557.1",244,,"Transcriptional regulator, GntR family","GO:0003677|DNA binding;GO:0003700|transcription factor activity;GO:0005622|intracellular;GO:0006813|potassium ion transport;GO:0008324|cation transmembrane transporter activity;GO:0009058|biosynthetic process;GO:0030528|transcription regulator activity;GO:0045449|regulation of transcription"
"fig|83332.12.peg.434","Rv0394c","PATRIC.83332.12.NC_000962.CDS.474122.474811.rev",474122,474811,690,"-","FIG01121868","PLF_1763_00002868","NP_214908.1",229,,"putative membrane protein",
"fig|83332.12.peg.435","Rv0395","PATRIC.83332.12.NC_000962.CDS.474949.475344.fwd",474949,475344,396,"+","FIG00820903","PLF_1763_00145282","NP_214909.1",131,,"hypothetical protein",
"fig|83332.12.peg.436","Rv0396","PATRIC.83332.12.NC_000962.CDS.475326.475742.fwd",475326,475742,417,"+","FIG00821158","PLF_1763_00003740","NP_214910.1",138,,"hypothetical protein",
"fig|83332.12.peg.437","Rv0397","PATRIC.83332.12.NC_000962.CDS.475816.476184.fwd",475816,476184,369,"+","FIG00831556","PLF_1763_00026746","NP_214911.1",122,,"13E12 repeat family protein, HNH endonuclease domain",
"fig|83332.12.peg.438",,"PATRIC.83332.12.NC_000962.CDS.476394.476642.fwd",476394,476642,249,"+",,"PLF_1763_00004244",,82,,"hypothetical protein",
"fig|83332.12.peg.439","Rv0398c","PATRIC.83332.12.NC_000962.CDS.476679.477320.rev",476679,477320,642,"-","FIG01121868","PLF_1763_00002377","NP_214912.1",213,,"putative membrane protein",
"fig|83332.12.peg.440","Rv0399c","PATRIC.83332.12.NC_000962.CDS.477327.478556.rev",477327,478556,1230,"-","FIG00561498","PLF_1763_00002691","NP_214913.1",409,"lpqK","D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)","GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity"
"fig|83332.12.peg.441","Rv0400c","PATRIC.83332.12.NC_000962.CDS.478566.479756.rev",478566,479756,1191,"-","FIG01332484","PLF_1763_00152802","NP_214914.1",396,"fadE7","Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE7","GO:0004085|butyryl-CoA dehydrogenase activity"
"fig|83332.12.peg.442","Rv0401","PATRIC.83332.12.NC_000962.CDS.479789.480160.fwd",479789,480160,372,"+","FIG01121868","PLF_1763_00002320","NP_214915.1",123,,"putative membrane protein",
"fig|83332.12.peg.443","Rv0402c","PATRIC.83332.12.NC_000962.CDS.480355.483231.rev",480355,483231,2877,"-","FIG01338852","PLF_1763_00000114","NP_214916.1",958,"mmpL1","Transmembrane transport protein MmpL1",
"fig|83332.12.peg.50","Rv0044c","PATRIC.83332.12.NC_000962.CDS.48233.49027.rev",48233,49027,795,"-","FIG00553614","PLF_1763_00001592","NP_214558.1",264,,"Putative oxidoreductase",
"fig|83332.12.peg.444","Rv0403c","PATRIC.83332.12.NC_000962.CDS.483228.483656.rev",483228,483656,429,"-","FIG01309473","PLF_1763_00016552","NP_214917.1",142,"mmpS1","Membrane protein MmpS1",
