,id,AssemblyAccession,BioSampleAccn,BioSampleId,SubmitterOrganization,GenbankAccession,strain,host,collection_date,geo_loc_name,sample_type,link,env_broad_scale,env_local_scale,env_medium,isol_growth_condt,lat_lon,num_replicons,ref_biomaterial,isolation_source,collected_by,host_disease,isolate,depth,elev,derived-from,eLMSG_genome_id,eLMSG_link,metagenomic,environmental-sample,metagenome-source,passage_history,host_tissue_sampled,ENA first public,ENA last update,ENA-CHECKLIST,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,collection date,common name,geographic location (country and/or sea),geographic location (region and locality),host health state,host scientific name,host_clinical_signs,isolation source,sample name,assembly quality,assembly software,binning parameters,binning software,broker name,completeness score,completeness software,contamination score,environment (biome),environment (feature),environment (material),geographic location (latitude),geographic location (longitude),investigation type,metagenomic source,project name,sample derived from,sequencing method,taxonomic identity marker,biomaterial_provider,isolate_name_alias,SHEN,isolation-source,country,host_age,culture-collection,note,clone,type-material,collection-date,nat-host,region,pair,kk_code,tissue,source,PCR_DDGE,clade
GCA_009849235,5450071,GCA_009849235.1,SAMN12727165,12727165,Kimron Veterinary Institute,GCA_009849235.1,110,bovine,2008,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/235/GCA_009849235.1_ASM984923v1/GCA_009849235.1_ASM984923v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849315,5450061,GCA_009849315.1,SAMN12727162,12727162,Kimron Veterinary Institute,GCA_009849315.1,2622,bovine,2008,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/315/GCA_009849315.1_ASM984931v1/GCA_009849315.1_ASM984931v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849205,5450051,GCA_009849205.1,SAMN12727168,12727168,Kimron Veterinary Institute,GCA_009849205.1,991-2,bovine,2008,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/205/GCA_009849205.1_ASM984920v1/GCA_009849205.1_ASM984920v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849185,5450041,GCA_009849185.1,SAMN12727169,12727169,Kimron Veterinary Institute,GCA_009849185.1,889,bovine,2008,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/185/GCA_009849185.1_ASM984918v1/GCA_009849185.1_ASM984918v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849125,5450031,GCA_009849125.1,SAMN12727171,12727171,Kimron Veterinary Institute,GCA_009849125.1,10-155,bovine,2008,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/125/GCA_009849125.1_ASM984912v1/GCA_009849125.1_ASM984912v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849245,5450021,GCA_009849245.1,SAMN12727166,12727166,Kimron Veterinary Institute,GCA_009849245.1,1662,bovine,2008,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/245/GCA_009849245.1_ASM984924v1/GCA_009849245.1_ASM984924v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849095,5450011,GCA_009849095.1,SAMN12727173,12727173,Kimron Veterinary Institute,GCA_009849095.1,26443,bovine,2009,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/095/GCA_009849095.1_ASM984909v1/GCA_009849095.1_ASM984909v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849195,5450001,GCA_009849195.1,SAMN12727167,12727167,Kimron Veterinary Institute,GCA_009849195.1,100217-23,bovine,2008,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/195/GCA_009849195.1_ASM984919v1/GCA_009849195.1_ASM984919v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849065,5449991,GCA_009849065.1,SAMN12727174,12727174,Kimron Veterinary Institute,GCA_009849065.1,701,bovine,2009,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/065/GCA_009849065.1_ASM984906v1/GCA_009849065.1_ASM984906v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849145,5449981,GCA_009849145.1,SAMN12727170,12727170,Kimron Veterinary Institute,GCA_009849145.1,514,bovine,2008,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/145/GCA_009849145.1_ASM984914v1/GCA_009849145.1_ASM984914v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848995,5449971,GCA_009848995.1,SAMN12727178,12727178,Kimron Veterinary Institute,GCA_009848995.1,86812,bovine,2010,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/995/GCA_009848995.1_ASM984899v1/GCA_009848995.1_ASM984899v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",658,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849025,5449961,GCA_009849025.1,SAMN12727177,12727177,Kimron Veterinary Institute,GCA_009849025.1,883,bovine,2010,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/025/GCA_009849025.1_ASM984902v1/GCA_009849025.1_ASM984902v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849105,5449951,GCA_009849105.1,SAMN12727172,12727172,Kimron Veterinary Institute,GCA_009849105.1,783,bovine,2009,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/105/GCA_009849105.1_ASM984910v1/GCA_009849105.1_ASM984910v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848935,5449941,GCA_009848935.1,SAMN12727181,12727181,Kimron Veterinary Institute,GCA_009848935.1,111449,bovine,2011,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/935/GCA_009848935.1_ASM984893v1/GCA_009848935.1_ASM984893v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",123035,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849055,5449931,GCA_009849055.1,SAMN12727175,12727175,Kimron Veterinary Institute,GCA_009849055.1,102168,bovine,2009,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/055/GCA_009849055.1_ASM984905v1/GCA_009849055.1_ASM984905v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849015,5449921,GCA_009849015.1,SAMN12727176,12727176,Kimron Veterinary Institute,GCA_009849015.1,299,bovine,2010,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/015/GCA_009849015.1_ASM984901v1/GCA_009849015.1_ASM984901v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009849005,5449911,GCA_009849005.1,SAMN12727179,12727179,Kimron Veterinary Institute,GCA_009849005.1,415,bovine,2011,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/849/005/GCA_009849005.1_ASM984900v1/GCA_009849005.1_ASM984900v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848965,5449901,GCA_009848965.1,SAMN12727180,12727180,Kimron Veterinary Institute,GCA_009848965.1,65714,bovine,2011,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/965/GCA_009848965.1_ASM984896v1/GCA_009848965.1_ASM984896v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",105869,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848885,5449891,GCA_009848885.1,SAMN12727183,12727183,Kimron Veterinary Institute,GCA_009848885.1,127377,bovine,2012,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/885/GCA_009848885.1_ASM984888v1/GCA_009848885.1_ASM984888v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",231,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848875,5449881,GCA_009848875.1,SAMN12727184,12727184,Kimron Veterinary Institute,GCA_009848875.1,126814,bovine,2012,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/875/GCA_009848875.1_ASM984887v1/GCA_009848875.1_ASM984887v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848925,5449871,GCA_009848925.1,SAMN12727182,12727182,Kimron Veterinary Institute,GCA_009848925.1,108432,bovine,2011,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/925/GCA_009848925.1_ASM984892v1/GCA_009848925.1_ASM984892v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",356,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848815,5449861,GCA_009848815.1,SAMN12727187,12727187,Kimron Veterinary Institute,GCA_009848815.1,147524,bovine,2012,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/815/GCA_009848815.1_ASM984881v1/GCA_009848815.1_ASM984881v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848805,5449851,GCA_009848805.1,SAMN12727188,12727188,Kimron Veterinary Institute,GCA_009848805.1,147529,bovine,2012,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/805/GCA_009848805.1_ASM984880v1/GCA_009848805.1_ASM984880v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848825,5449841,GCA_009848825.1,SAMN12727186,12727186,Kimron Veterinary Institute,GCA_009848825.1,145863,bovine,2012,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/825/GCA_009848825.1_ASM984882v1/GCA_009848825.1_ASM984882v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848855,5449831,GCA_009848855.1,SAMN12727185,12727185,Kimron Veterinary Institute,GCA_009848855.1,129771,bovine,2012,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/855/GCA_009848855.1_ASM984885v1/GCA_009848855.1_ASM984885v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848705,5449821,GCA_009848705.1,SAMN12727194,12727194,Kimron Veterinary Institute,GCA_009848705.1,170217,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/705/GCA_009848705.1_ASM984870v1/GCA_009848705.1_ASM984870v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848665,5449811,GCA_009848665.1,SAMN12727193,12727193,Kimron Veterinary Institute,GCA_009848665.1,139667,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/665/GCA_009848665.1_ASM984866v1/GCA_009848665.1_ASM984866v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848775,5449801,GCA_009848775.1,SAMN12727189,12727189,Kimron Veterinary Institute,GCA_009848775.1,161791,bovine,2012,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/775/GCA_009848775.1_ASM984877v1/GCA_009848775.1_ASM984877v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848755,5449791,GCA_009848755.1,SAMN12727190,12727190,Kimron Veterinary Institute,GCA_009848755.1,138892,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/755/GCA_009848755.1_ASM984875v1/GCA_009848755.1_ASM984875v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848745,5449781,GCA_009848745.1,SAMN12727191,12727191,Kimron Veterinary Institute,GCA_009848745.1,161032,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/745/GCA_009848745.1_ASM984874v1/GCA_009848745.1_ASM984874v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848695,5449771,GCA_009848695.1,SAMN12727192,12727192,Kimron Veterinary Institute,GCA_009848695.1,138518,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/695/GCA_009848695.1_ASM984869v1/GCA_009848695.1_ASM984869v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009848675,5449751,GCA_009848675.1,SAMN12727195,12727195,Kimron Veterinary Institute,GCA_009848675.1,170228,bovine,2013,Israel,cell culture,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/848/675/GCA_009848675.1_ASM984867v1/GCA_009848675.1_ASM984867v1.fna.gz,,,,,,,,milk,Kimron Veterinary Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inna Lysnyansky, Mycoplasma Unit, Division of Avian Diseases, Kimron Veterinary Institute, Beit Dagan, Israel",,,,Israel,,,,,,,,Israel,,,,,,
GCA_009650115,5321361,GCF_009650115.1,SAMN13193745,13193745,"National Reference Laboratory for Animal Brucellosis,China Institute of Veterinary Drug Control",GCA_009650115.1,XBY01,calves,2019-04-21,China: Henan province,,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/650/115/GCA_009650115.1_ASM965011v1/GCA_009650115.1_ASM965011v1.fna.gz,,,,,32.73 N 113.33 E,,,lungs from young calves,Qingchun Shen,"Pneumonia, Mycoplasma",,,,,,,,,,F6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GENOME,,China,,,,,,,,China,,,,,,
GCA_006659345,3648961,GCF_006659345.1,SAMN05225949,5225949,Huazhong Agricultural University,GCA_006659345.1,FX,cattle,2008-12-05,"China: Hubei, Fangxian",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/345/GCA_006659345.1_ASM665934v1/GCA_006659345.1_ASM665934v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659305,3648951,GCF_006659305.1,SAMN05225443,5225443,Huazhong Agricultural University,GCA_006659305.1,EZ-2,cattle,2008-07-10,"China: Hubei, Ezhou",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/305/GCA_006659305.1_ASM665930v1/GCA_006659305.1_ASM665930v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659275,3648941,GCF_006659275.1,SAMN05225525,5225525,Huazhong Agricultural University,GCA_006659275.1,ZMD,cattle,2011-05-28,"China: Henan, Zhumadian",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/275/GCA_006659275.1_ASM665927v1/GCA_006659275.1_ASM665927v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659265,3648931,GCF_006659265.1,SAMN05225526,5225526,Huazhong Agricultural University,GCA_006659265.1,KEQ,cattle,2010-07-17,"China: Henan, Keeqin",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/265/GCA_006659265.1_ASM665926v1/GCA_006659265.1_ASM665926v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659255,3648921,GCF_006659255.1,SAMN05225527,5225527,Huazhong Agricultural University,GCA_006659255.1,HB0801-RG,cattle,2012-10-11,"China: Hubei, Yingcheng",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/255/GCA_006659255.1_ASM665925v1/GCA_006659255.1_ASM665925v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659245,3648911,GCF_006659245.1,SAMN05225440,5225440,Huazhong Agricultural University,GCA_006659245.1,XM-RG,cattle,2012-10-11,"China: Fujian, Xiamen",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/245/GCA_006659245.1_ASM665924v1/GCA_006659245.1_ASM665924v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659195,3648901,GCF_006659195.1,SAMN05225438,5225438,Huazhong Agricultural University,GCA_006659195.1,GA,cattle,2011-07-19,"China: Jiangxi, Gaoan",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/195/GCA_006659195.1_ASM665919v1/GCA_006659195.1_ASM665919v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659175,3648891,GCF_006659175.1,SAMN05225433,5225433,Huazhong Agricultural University,GCA_006659175.1,BZ,cattle,2008-06-10,"China: Anhui, Bozhou",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/175/GCA_006659175.1_ASM665917v1/GCA_006659175.1_ASM665917v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659155,3648881,GCF_006659155.1,SAMN05225339,5225339,Huazhong Agricultural University,GCA_006659155.1,XZ-1,cattle,2008-07-11,"China: Hubei, Fangxian",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/155/GCA_006659155.1_ASM665915v1/GCA_006659155.1_ASM665915v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659165,3648871,GCF_006659165.1,SAMN05225435,5225435,Huazhong Agricultural University,GCA_006659165.1,SG,cattle,2013-04-01,China: Shenzhen,tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/165/GCA_006659165.1_ASM665916v1/GCA_006659165.1_ASM665916v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659145,3648861,GCF_006659145.1,SAMN05225338,5225338,Huazhong Agricultural University,GCA_006659145.1,SD-130626,cattle,2013-06-24,China: Shangdong,tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/145/GCA_006659145.1_ASM665914v1/GCA_006659145.1_ASM665914v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
GCA_006659125,3648851,GCF_006659125.1,SAMN05225337,5225337,Huazhong Agricultural University,GCA_006659125.1,YLrengong,cattle,2012-10-11,"China:Henan, Yanling",tissue sample,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/659/125/GCA_006659125.1_ASM665912v1/GCA_006659125.1_ASM665912v1.fna.gz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,China,,,,,,
